,image_file,seen_data_numeric,size_used,closing_ssd,closing_eng,otsu_ssd,otsu_eng,gaus_ssd,gaus_eng,thresh_eng,thresh_ssd
0,['.\\sipaimages\\3\\15.jpg'],30.24,157,11,,414,,,,,4.44
0,['.\\sipaimages\\3\\16.jpg'],13.04,157,1804,1304,1804,1304,14,1304,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,157,13.9,1303,13.0,13.03,18,1303,13.03,13.03
0,['.\\sipaimages\\3\\18.jpg'],30.23,157,11,23,31.13,0,11,,2.0,10.9
0,['.\\sipaimages\\3\\19.jpg'],3.76,157,3.79,376,3.1,376,,,376.0,3.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,157,0.1,31,,,3031113531129.1006,303118353900,3.0,31.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,157,11,0,['30.91131895.11'],302311,11,0,,1.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,157,9,1390,0,3.9,16,0,1390.0,1.9
0,['.\\sipaimages\\3\\22.jpg'],3.75,157,1,3,1,3,,,375.0,9.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,157,4,3022,4,0.22,1,0.4,0.22,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,157,1.4,0.2,114,0,114,4,0.0,11.14
0,['.\\sipaimages\\3\\25.jpg'],33.99,157,9,,,,11,,1.0,3.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,157,315,375,,,,,,11.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,157,13.14,1304,13.14,1304,144,13.04,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,157,118,135,,,13.0597777,13059,10.0,109.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,157,1.11,30,,,30.901144148616687,3030198849,3.0,30.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,157,14,14,,,777771757,,13.04,13.04
0,['.\\sipaimages\\3\\7.jpg'],13.04,157,13.04,1304,,,,,13.04,144.0
0,['.\\sipaimages\\3\\8.jpg'],30.31,157,1,3,31,1,['30311199.7777944.00661481.101'],3013141,31.0,31.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,157,104,1304,13.04,1304,13.04,13.04,1304.0,1804.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,158,31,31,,,30311199900000416,30311659999,3.0,31.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,158,135,1305,,,,,1305.0,1106.0
0,['.\\sipaimages\\3\\11.jpg'],20.59,158,11,5,59,5,['201159113439.186146691.104'],2015915393991,5.0,14.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,158,1808,1305,1308,1305,1308,1305,13.05,13.09
0,['.\\sipaimages\\3\\13.jpg'],30.31,158,0.1,303,1,31,,,30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,158,104,1304,134,13.04,144,130,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,158,0,2,4144,,,,,44.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,158,184,1304,1804,1304,14,1304,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,158,13.9,1303,13.03,13.03,18,1303,13.03,13.03
0,['.\\sipaimages\\3\\18.jpg'],30.23,158,104,3023,11.13,0,1,0,2.0,10.9
0,['.\\sipaimages\\3\\19.jpg'],3.76,158,3.76,376,3.1,376,,,376.0,3.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,158,0.1,3,,,['30.311199.49109.1.86156691.104'],3031169.8991,3.0,131.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,158,411,2,30.311011531,3023,11677571,5,,1.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,158,9,1390,19,1390,,,390.0,9.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,158,1,3,3.19,305,,,3.0,1.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,158,4,3022,4,22,1,0.4,3022.0,4.0
0,['.\\sipaimages\\3\\24.jpg'],30.24,158,1.4,0.24,114,0,,,,11.14
0,['.\\sipaimages\\3\\25.jpg'],33.99,158,9,,,,,,1.0,3.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,158,319,375,,,,,,119.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,158,13.14,1304,13.14,1304,['13.04147.77777777410600'],1304,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,158,118,135,,,['13.05.109'],['13.05.'],,116.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,158,0.0,30,130,3,1101149947.114668,3030959,3.0,11.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,158,14,,144,130,['13111410166..479614691101'],13041,1.0,14.0
0,['.\\sipaimages\\3\\7.jpg'],13.04,158,13.04,1304,,,,,13.04,154.0
0,['.\\sipaimages\\3\\8.jpg'],30.31,158,1,3,31,1,['11911159377777918616610'],303115393991,31.0,31.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,158,1804,1304,134,130,1304,13.04,1304.0,1504.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,159,31,31,31,3,['30.31919.1.4811461014'],3031415399990,3.0,31.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,159,135,1305,,,,,1305.0,1106.0
0,['.\\sipaimages\\3\\11.jpg'],20.59,159,11,5,14,5,201991111109.70065,205919953199711,5.0,14.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,159,1808,1305,1308,1305,1305,13.05,13.05,13.09
0,['.\\sipaimages\\3\\13.jpg'],30.31,159,0.1,3,301,31,,,30.31,3.11
0,['.\\sipaimages\\3\\14.jpg'],13.04,159,13.4,1304,134,13.04,194,1804,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,159,0,0,414,,,,,414.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,159,184,1304,184,1304,13.04,13.04,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,159,13.9,1303,13,1303,13,1303,13.03,13.03
0,['.\\sipaimages\\3\\18.jpg'],30.23,159,11.3,23,31.13,0,9.1,2,2.0,10.9
0,['.\\sipaimages\\3\\19.jpg'],3.76,159,3.76,376,3.1,376,110,,376.0,3.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,159,0.1,3,31,3,3011159.66166284,3031169549,3.0,31.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,159,11,0,30.31100921011444,3023431,141767771,3,,1121.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,159,9,1390,34.1,39,,,390.0,9.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,159,1,3,3.19,318,,,3.0,1.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,159,4,3022,4,3022,1.1,0.4,0.22,4.0
0,['.\\sipaimages\\3\\24.jpg'],30.24,159,1.4,0.24,114,0,,,4.0,11.44
0,['.\\sipaimages\\3\\25.jpg'],33.99,159,3,,,,,,3.0,3.9
0,['.\\sipaimages\\3\\26.jpg'],3.75,159,315,375,,,,,,1649.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,159,13.14,1304,13.14,1304,1444,1304,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,159,118,135,,,130947777,1305,,11.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,159,30,3,,,30.30119991616691,30308,3.0,11.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,159,14,,,,['177777771417777770.1.9141468110'],,1.0,14.0
0,['.\\sipaimages\\3\\7.jpg'],13.04,159,13.04,1304,,,,,13.04,154.0
0,['.\\sipaimages\\3\\8.jpg'],30.31,159,1,3,,,['30.311143139.0.61146604'],3031163930,31.0,31.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,159,104,1304,134,130,144,1304,,114.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,160,31,31,,,113191449.1461491,303115999,3.0,1111.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,160,135,1305,,,,,1305.0,1106.0
0,['.\\sipaimages\\3\\11.jpg'],20.59,160,11,5,1,25,20.591147777777607,20595.0,5.0,14.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,160,1808,1305,1308,130,1308,1305,13.05,13.09
0,['.\\sipaimages\\3\\13.jpg'],30.31,160,4,303,4,3,,,30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,160,13.4,1304,13.4,13.04,194,1804,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,160,0,,4,,,,,4.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,160,184,1304,184,1304,14,1304,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,160,13.9,1303,1341,13.03,1308,13.03,13.03,13.03
0,['.\\sipaimages\\3\\18.jpg'],30.23,160,14,30.23,10.13,1,1,3,23.0,16.0
0,['.\\sipaimages\\3\\19.jpg'],3.76,160,3.76,376,3.1,310,,,310.0,3.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,160,1,3,,,['30.3111499109.1420'],30311695999,31.0,31.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,160,11,2,10580.018611591,1,111441181211,3023,0.0,1.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,160,9,1390,14.91,39,,,190.0,0.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,160,1,3,1,3,1,1,375.0,319.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,160,4,3022,4,0.22,1.1,0.4,3022.0,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,160,1.4,0.24,114,0,114,4,,11.14
0,['.\\sipaimages\\3\\25.jpg'],33.99,160,9,9,,,,,39.0,1.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,160,319,375,,,,,30.0,119.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,160,13.14,1304,13.14,1304,1144,13.04,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,160,,,,,['13.0991317777776.44644811017'],13059,1305.0,1506.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,160,0,30,30,3,1.1111193918611406e+18,3030158999,3.0,11.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,160,14,14,134,1,['777777713.044071910..194114110'],13040,13.04,13.04
0,['.\\sipaimages\\3\\7.jpg'],13.04,160,13.04,1304,,,,,13.04,154.0
0,['.\\sipaimages\\3\\8.jpg'],30.31,160,1,3,31,1,30311143544.66161,3031169599,3.0,31.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,160,1804,1304,13.04,1304,134,1304,,114.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,161,31,31,,,30.311934777777008,30319,3.0,31.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,161,145,1305,,,,,1305.0,1106.0
0,['.\\sipaimages\\3\\11.jpg'],20.59,161,,,54,5,['2015911911099..1061409101'],201591535939998,5.0,14.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,161,1808,1305,1308,130,1406,1308,13.05,13.09
0,['.\\sipaimages\\3\\13.jpg'],30.31,161,4,303,0,303,,,30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,161,13.4,1304,13.04,13.04,134,13.04,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,161,0,0,4,,,,,4.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,161,184,1304,104,1304,134,1304,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,161,13.9,1303,139,1303,13,1303,13.03,13.03
0,['.\\sipaimages\\3\\18.jpg'],30.23,161,1,2,1.13,1,41,5,2.0,109.0
0,['.\\sipaimages\\3\\19.jpg'],3.76,161,3.79,376,3.1,376,110,376,376.0,3.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,161,1,31,31,,['30.311119949.1086146691016'],30315995991,31.0,31.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,161,411,0,['194.4441486.49119.1'],,30.449116141711,3023,,1.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,161,9,1300,19,1390,,,1300.0,19.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,161,1,3,3.19,315,,,37.0,1.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,161,30.01,30.22,4,0.22,1.1,0,30.22,4.0
0,['.\\sipaimages\\3\\24.jpg'],30.24,161,1.4,0.24,114,0,114,4,4.0,11.44
0,['.\\sipaimages\\3\\25.jpg'],33.99,161,9,,93.9,1,,,1.0,3.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,161,19,375,119,,,,,16.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,161,13.14,1304,13.14,1304,1444,13.04,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,161,,,,,13.091960198,13.0919,,115.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,161,0,30,,,1.1901199347461147e+19,3030,30.0,11.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,161,14,,77717141413.04018,1304,['77724213.0444177703.9461'],1304190,13.04,13.04
0,['.\\sipaimages\\3\\7.jpg'],13.04,161,13.04,1304,,,,,13.04,134.0
0,['.\\sipaimages\\3\\8.jpg'],30.31,161,1,3,,,30.31115954411661,303115958,31.0,1.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,161,1804,1304,13.04,1304,1304,13.04,,114.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,162,31,31,,,3.0314999470886646e+19,3031199,3.0,1111.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,162,145,1305,,,,,1305.0,1106.0
0,['.\\sipaimages\\3\\11.jpg'],20.59,162,11,5,1,5,201199110.10616,205935039901,5.0,14.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,162,1808,1305,130,13.05,1309,1305,13.05,13.09
0,['.\\sipaimages\\3\\13.jpg'],30.31,162,4,303,30.0,303,,,30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,162,13.4,1304,13.04,13.04,,,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,162,11,2,4,,,,,414.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,162,184,1304,184,1304,14,130,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,162,13.9,1303,139,1303,18,1303,13.03,13.3
0,['.\\sipaimages\\3\\18.jpg'],30.23,162,14,30.23,1.13,1,1.3,,2.0,109.0
0,['.\\sipaimages\\3\\19.jpg'],3.76,162,3.76,376,3.1,370,,,376.0,3.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,162,1,31,,,3011199971.046147,30311553999,3.0,31.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,162,11,2,10808940114441,5,111672771,3,,1.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,162,33.91,390,34.1,390,,,100.0,9.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,162,1,3,1,3,,,3.0,1.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,162,30.01,30.22,4,0.22,1,0.4,3022.0,4.0
0,['.\\sipaimages\\3\\24.jpg'],30.24,162,1.4,0.24,114,0,114,4,4.0,11.44
0,['.\\sipaimages\\3\\25.jpg'],33.99,162,9,,3.9,39,,,3.0,39.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,162,315,375,,,,,,119.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,162,13.14,1304,13.14,1304,1144,13.04,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,162,,,,,13.502212193,13.05,,116.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,162,10,30,30,3,['30.3011914861146691.701'],3030193990,30.0,11.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,162,14,14,144,,['1777777713.0454.17771.81466'],13104,1.0,14.0
0,['.\\sipaimages\\3\\7.jpg'],13.04,162,13.04,1304,,,14,1304,13.04,134.0
0,['.\\sipaimages\\3\\8.jpg'],30.31,162,1,3,31,0,['30111009.10665466.1018'],3031159955999,31.0,31.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,162,1804,1304,,,1304,13.04,1304.0,1304.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,163,1,31,,,['30119411.06.70'],301319,3.0,1111.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,163,135,1305,,,,,1305.0,1106.0
0,['.\\sipaimages\\3\\11.jpg'],20.59,163,11,5,14,5,20.591164999100165,20159,5.0,14.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,163,1808,1305,130,13.05,1305,1305,13.05,13.09
0,['.\\sipaimages\\3\\13.jpg'],30.31,163,4,303,1,0,,,3031.0,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,163,1504,1304,13.04,13.04,194,1304,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,163,4,30,4,,,,,44.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,163,184,1304,1804,1304,14,1304,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,163,13.9,1303,139,1303,,,13.03,13.03
0,['.\\sipaimages\\3\\18.jpg'],30.23,163,1.2,23,31.13,0,9.1,2,0.23,6.0
0,['.\\sipaimages\\3\\19.jpg'],3.76,163,3.76,376,3.1,376,,,376.0,3.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,163,0.1,31,31,1,['1114199.99109.18642.10'],3031168.99991,3.0,31.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,163,11,0,30.911009066490013,302313150,30.991771961111,3023,,1.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,163,9,1390,34.1,390,,,1390.0,19.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,163,1,3,1,3,,,3.0,1.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,163,30.01,30.22,4,3022,11.1,2,3022.0,10.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,163,1.4,3.4,114,0,114,24,0.0,11.14
0,['.\\sipaimages\\3\\25.jpg'],33.99,163,9,,,,,,39.0,33.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,163,319,375,,,,,30.0,11.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,163,13.14,1304,13.14,1304,14,1304,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,163,,,,,131119,13053,10.0,1509.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,163,0.1,30,130,3,30.30119354161143,30301935340.0,30.0,1.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,163,14,,14,1,['13.0447710290990.10411'],1304,13.04,13.04
0,['.\\sipaimages\\3\\7.jpg'],13.04,163,13.04,1304,,,14,1304,13.04,134.0
0,['.\\sipaimages\\3\\8.jpg'],30.31,163,1,3,,,['30911169919..8611461.08'],303115999910,31.0,31.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,163,1804,1304,13.04,1304,14,13.04,1304.0,1804.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,164,31,31,31,0,['30.311199.591119.10840'],['30.31199.598'],3.0,31.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,164,135,1305,,,,,1305.0,1106.0
0,['.\\sipaimages\\3\\11.jpg'],20.59,164,11,5,59,5,['201.11411449309.006111.1014'],201598939391,5.0,14.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,164,1808,1305,130,13.05,,,13.05,13.05
0,['.\\sipaimages\\3\\13.jpg'],30.31,164,4,303,1,31,,,30.31,30.1
0,['.\\sipaimages\\3\\14.jpg'],13.04,164,1504,1304,13.4,13.04,13.4,30,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,164,4,30,4.44,,,,,444.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,164,1804,1304,13.04,13.04,14,13.04,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,164,13.9,1303,139,1303,13,1303,13.03,13.03
0,['.\\sipaimages\\3\\18.jpg'],30.23,164,1.2,23,11.13,1,9.2,0,0.0,101.0
0,['.\\sipaimages\\3\\19.jpg'],3.76,164,3.76,376,3.1,376,110,76,376.0,3.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,164,1,3,31,1,['30911199.53109..011491.10'],3031169.6959,31.0,31.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,164,411,2,['30.91100046110103.11'],3023,1,3,0.0,11.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,164,9,1300,34.1,39,110,10,1300.0,19.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,164,1,3,3.19,315,,,375.0,15.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,164,30.01,30.22,10.11,3022,1.1,0.4,3022.0,4.0
0,['.\\sipaimages\\3\\24.jpg'],30.24,164,1.4,0.24,114,0,114,24,0.0,11.44
0,['.\\sipaimages\\3\\25.jpg'],33.99,164,9,,1,39,,,1.0,1.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,164,19,,119,30,,,30.0,11.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,164,13.14,1304,13.14,1304,1104,13.04,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,164,,,,,['19111777777159.1.194091104'],13,130.0,1509.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,164,0.0,30,130,3,['30.3011935919.1.06146691.701'],30.301935919,3.0,30.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,164,14,14,,,['17777777713.04441777770.46161'],131040,13.04,13.04
0,['.\\sipaimages\\3\\7.jpg'],13.04,164,13.04,1304,,,,,13.04,134.0
0,['.\\sipaimages\\3\\8.jpg'],30.31,164,1,3,,,['113111491919911066469170'],3031535.5991,31.0,1.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,164,1804,1304,13.04,1304,11,1304,1304.0,1504.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,165,31,31,,,1131949.110614669,303190,3.0,31.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,165,135,1305,,,,,1305.0,1106.0
0,['.\\sipaimages\\3\\11.jpg'],20.59,165,14,5,4,25,['20119911119..04146691..03'],201591869391,5.0,14.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,165,1808,1305,130,13.05,1406,1305,13.05,13.09
0,['.\\sipaimages\\3\\13.jpg'],30.31,165,301,303,1,3,,,30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,165,1504,1304,13.4,13.04,134,1304,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,165,0,2,4144,,,,,414.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,165,1804,1304,104,1304,14,1304,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,165,13.9,1303,13.1,13.3,,,13.03,13.3
0,['.\\sipaimages\\3\\18.jpg'],30.23,165,1,23,31.13,1,0.11,,3.0,10.9
0,['.\\sipaimages\\3\\19.jpg'],3.76,165,3.76,376,3.1,370,110,376,370.0,3.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,165,0.1,3,,,['30.31101910.6614691..7018'],3031,3.0,131.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,165,411,3,3.0141158049997407e+22,3023,1,3,,1.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,165,9,1390,19,1390,110,1,1390.0,19.0
0,['.\\sipaimages\\3\\22.jpg'],3.75,165,1,3,1,3,,,3.0,1.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,165,30.01,3022,4,30.22,1.4,4,30.22,4.0
0,['.\\sipaimages\\3\\24.jpg'],30.24,165,1.4,3.4,114,0,114,24,0.0,11.44
0,['.\\sipaimages\\3\\25.jpg'],33.99,165,9,,,,,,3.0,1.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,165,15,375,1649,,,,30.0,11.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,165,13.14,1304,13.14,1304,1144,13.04,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,165,,,,,1309114316.1936193,1310510,,116.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,165,0.0,30,,,['30.30119.99..70806616811014'],30301939997,3.0,30.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,165,114,,144,1,['13014141777704466.1.1746164910'],130.0,1.0,14.0
0,['.\\sipaimages\\3\\7.jpg'],13.04,165,13.04,1304,,,14,1304,13.04,1504.0
0,['.\\sipaimages\\3\\8.jpg'],30.31,165,1,31,31,1,['1111417777777106114611014'],30310,31.0,31.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,165,104,1304,134,130,104,130,1304.0,1504.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,166,31,31,31,0,301119104426681104,3031,3.0,31.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,166,135,1305,,,,,1305.0,1106.0
0,['.\\sipaimages\\3\\11.jpg'],20.59,166,11,5,,,['20.5911117.1.461691041'],2059189394,5.0,14.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,166,1808,1305,1308,1305,1308,1305,13.05,13.09
0,['.\\sipaimages\\3\\13.jpg'],30.31,166,0.1,3,1,31,,,30.31,30.31
0,['.\\sipaimages\\3\\14.jpg'],13.04,166,1504,1304,13.04,13.04,134,1304,13.04,13.04
0,['.\\sipaimages\\3\\15.jpg'],30.24,166,0,3,414,,,,,44.0
0,['.\\sipaimages\\3\\16.jpg'],13.04,166,1804,1304,104,1304,14,1304,13.04,13.04
0,['.\\sipaimages\\3\\17.jpg'],13.03,166,13.9,1303,13,13.03,18,1303,13.03,13.3
0,['.\\sipaimages\\3\\18.jpg'],30.23,166,1,23,31.13,1,1,2,0.0,114.0
0,['.\\sipaimages\\3\\19.jpg'],3.76,166,3.76,376,3.1,376,,,376.0,3.1
0,['.\\sipaimages\\3\\2.jpg'],30.31,166,0.1,3,31,0,['30.314193.59791866160'],303116591,31.0,31.0
0,['.\\sipaimages\\3\\20.jpg'],30.23,166,411,0,['30.31115103743.46199.2.1'],30231500,30.2991411111,30230,,141.0
0,['.\\sipaimages\\3\\21.jpg'],33.99,166,9,3390,33.11,39,11,130,39.0,33.1
0,['.\\sipaimages\\3\\22.jpg'],3.75,166,1,3,1,3,,,35.0,9.0
0,['.\\sipaimages\\3\\23.jpg'],30.23,166,30.01,3022,4,0.22,1.1,4,30.22,4.0
0,['.\\sipaimages\\3\\24.jpg'],30.24,166,1.4,3024,114,0,114,24,30245.0,3011140.0
0,['.\\sipaimages\\3\\25.jpg'],33.99,166,9,,,,,,1.0,93.0
0,['.\\sipaimages\\3\\26.jpg'],3.75,166,315,375,119,30,,,309.0,31.0
0,['.\\sipaimages\\3\\3.jpg'],13.04,166,13.14,1304,13.14,1304,1304,1304,13.04,13.04
0,['.\\sipaimages\\3\\4.jpg'],13.05,166,,,,,['119131777777..046691.104201'],9,,16.0
0,['.\\sipaimages\\3\\5.jpg'],30.3,166,30,3,30,3,['30.3011914777779.190461691101'],303099910,30.0,11.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,166,14,130,,,1311044141.9166,13104,1304.0,14.0
0,['.\\sipaimages\\3\\7.jpg'],13.04,166,13.04,1304,,,14,1304,13.04,154.0
0,['.\\sipaimages\\3\\8.jpg'],30.31,166,1,3,31,0,309111410.1086647,30310,31.0,31.0
0,['.\\sipaimages\\3\\9.jpg'],13.04,166,1804,1304,134,130,134,1304,1304.0,1504.0
0,['.\\sipaimages\\3\\1.jpg'],30.31,167,31,31,,,1111190,30319918,3.0,31.0
0,['.\\sipaimages\\3\\10.jpg'],13.05,167,135,1305,,,,,1305.0,1106.0
0,['.\\sipaimages\\3\\11.jpg'],20.59,167,11,5,1,5,['20.594110601.19.164691101'],2059139599999,5.0,14.0
0,['.\\sipaimages\\3\\12.jpg'],13.05,167,1808,1305,1308,1305,1308,1305,13.05,13.09
0,['.\\sipaimages\\3\\13.jpg'],30.31,167,4,303,1,31,,,30.31,30.31
