,image_file,seen_data_numeric,size_used,closing_ssd,closing_eng,mro_ssd,mro_eng
0,['./sipaimages/2/42621_20220506142843.jpg'],1234,110,,,1234,234
0,['./sipaimages/2/42622_20220506142904.jpg'],1234,110,,,1234,3
0,['./sipaimages/2/42623_20220506143026.jpg'],1234,110,,,1234,
0,['./sipaimages/2/42624_20220506143053.jpg'],1234,110,,,1234,234
0,['./sipaimages/2/42638_20220506144311.jpg'],1234,110,,,1234,234
0,['./sipaimages/2/42639_20220506144337.jpg'],1234,110,,,1234,234
0,['./sipaimages/2/42659_20220506144641.jpg'],1234,110,,,1234,234
0,['./sipaimages/2/42659_20220506144717.jpg'],1234,110,,,1234,34
0,['./sipaimages/2/42660_20220506144810.jpg'],1234,110,,,1234,34
0,['./sipaimages/2/42661_20220506144828.jpg'],1234,110,,,1234,23
0,['./sipaimages/2/42662_20220506145637.jpg'],1234,110,,,1234,
0,['./sipaimages/2/42933_20220509082757.jpg'],6789,110,,,1215151,67183
0,['./sipaimages/2/42935_20220509082824.jpg'],6789,110,,,6789,89
0,['./sipaimages/2/5.jpg'],3456,110,,,3456,3455
0,['./sipaimages/2/6.jpg'],6543,110,,,,
0,['./sipaimages/2/7.jpg'],1278,110,,,,
0,['./sipaimages/2/8.jpg'],1279,110,,,1279,
0,['./sipaimages/2/9.jpg'],2244,110,,,2244,4
0,['./sipaimages/2/1.jpg'],5679,111,4,,5679,673
0,['./sipaimages/2/10.jpg'],2244,111,,,2244,2244
0,['./sipaimages/2/11.jpg'],2244,111,41,,2244,224
0,['./sipaimages/2/12.jpg'],2244,111,,,2244,224
0,['./sipaimages/2/13.jpg'],7244,111,4,,7244,0
0,['./sipaimages/2/14.jpg'],7244,111,,,7244,0
0,['./sipaimages/2/15.jpg'],1234,111,,,1.11,
0,['./sipaimages/2/16.jpg'],1234,111,51,,,
0,['./sipaimages/2/2.jpg'],6543,111,,,1.76,
0,['./sipaimages/2/22319_20220321100350.jpg'],1234,111,1634,,1234,3
0,['./sipaimages/2/22319_20220321100409.jpg'],1234,111,1234,34,1234,734
0,['./sipaimages/2/22319_20220321101240.jpg'],1234,111,190,,,
0,['./sipaimages/2/22319_20220321113903.jpg'],1234,111,,,124,
0,['./sipaimages/2/22319_20220321115131.jpg'],1234,111,,,36111,
0,['./sipaimages/2/22419_20220321130145.jpg'],1234,111,,,,
0,['./sipaimages/2/22420_20220321135314.jpg'],4321,111,9,,411,
0,['./sipaimages/2/22420_20220321135751.jpg'],4321,111,,,163,
0,['./sipaimages/2/22420_20220321135814.jpg'],4321,111,,,421,42
0,['./sipaimages/2/22420_20220321141325.jpg'],4321,111,,,4321,32
0,['./sipaimages/2/22421_20220321160735.jpg'],672,111,8,2,672,672
0,['./sipaimages/2/22422_20220321161043.jpg'],674,111,,,674,874
0,['./sipaimages/2/22423_20220321161435.jpg'],675,111,,,675,575
0,['./sipaimages/2/22424_20220321162804.jpg'],678,111,,,678,678
0,['./sipaimages/2/22424_20220321162822.jpg'],678,111,,,678,5718
0,['./sipaimages/2/22424_20220321162938.jpg'],678,111,,,678,678
0,['./sipaimages/2/22424_20220321162953.jpg'],678,111,,,1311051,78
0,['./sipaimages/2/22424_20220321163104.jpg'],678,111,,,678,6578
0,['./sipaimages/2/22424_20220321163218.jpg'],678,111,,,13161,578
0,['./sipaimages/2/22424_20220321163247.jpg'],678,111,,,678,678
0,['./sipaimages/2/22424_20220321163942.jpg'],678,111,,,131,579
0,['./sipaimages/2/22424_20220321164919.jpg'],678,111,,,678,578
0,['./sipaimages/2/22424_20220321165018.jpg'],678,111,,,678,578
0,['./sipaimages/2/22424_20220321165052.jpg'],678,111,,,678,578
0,['./sipaimages/2/22424_20220321165333.jpg'],678,111,,,678,678
0,['./sipaimages/2/22424_20220321165532.jpg'],678,111,,,1211151,578
0,['./sipaimages/2/22424_20220321165750.jpg'],678,111,,,351,578
0,['./sipaimages/2/22424_20220321170235.jpg'],678,111,,,678,578
0,['./sipaimages/2/22424_20220321170627.jpg'],678,111,,,678,678
0,['./sipaimages/2/22424_20220321170921.jpg'],678,111,,,1311051,578
0,['./sipaimages/2/22424_20220321171209.jpg'],678,111,,,678,618
0,['./sipaimages/2/22424_20220321172831.jpg'],678,111,,,678,8
0,['./sipaimages/2/22425_20220321172929.jpg'],678,111,,,678,8
0,['./sipaimages/2/22425_20220321174624.jpg'],678,111,,,131131,678
0,['./sipaimages/2/22425_20220321174637.jpg'],678,111,,,678,578
0,['./sipaimages/2/22425_20220321174747.jpg'],678,111,,,678,678
0,['./sipaimages/2/22425_20220321175027.jpg'],678,111,,,678,578
0,['./sipaimages/2/22425_20220321175511.jpg'],678,111,,,678,678
0,['./sipaimages/2/22425_20220321175556.jpg'],678,111,,,678,8
0,['./sipaimages/2/22425_20220321175706.jpg'],678,111,,,137151,7
0,['./sipaimages/2/22425_20220321175832.jpg'],['17:58:29'],111,,,22151,75823
0,['./sipaimages/2/22426_20220322102942.jpg'],5678,111,,,441,['.']
0,['./sipaimages/2/22427_20220321125959.jpg'],1234,111,,,,
0,['./sipaimages/2/22427_20220322105451.jpg'],5679,111,44,,5679,5619
0,['./sipaimages/2/22428_20220322113154.jpg'],5679,111,,,5679,573
0,['./sipaimages/2/22429_20220321135659.jpg'],4321,111,9,,77,
0,['./sipaimages/2/22429_20220321135734.jpg'],4321,111,,,422111,['.']
0,['./sipaimages/2/22429_20220322102919.jpg'],5678,111,,,5678,57
0,['./sipaimages/2/22429_20220322114825.jpg'],5679,111,,,31,
0,['./sipaimages/2/22430_20220322115422.jpg'],5679,111,,,,
0,['./sipaimages/2/22430_20220322120924.jpg'],5679,111,,,,
0,['./sipaimages/2/22431_20220321173021.jpg'],678,111,,,171151,8
0,['./sipaimages/2/22431_20220321173649.jpg'],678,111,,,678,578
0,['./sipaimages/2/22431_20220322130331.jpg'],4567,111,,,371,
0,['./sipaimages/2/22431_20220322130602.jpg'],4567,111,,,711,
0,['./sipaimages/2/22431_20220322130947.jpg'],4567,111,,,,
0,['./sipaimages/2/22431_20220322132037.jpg'],4567,111,,,,
0,['./sipaimages/2/22432_20220321171245.jpg'],678,111,,,678,578
0,['./sipaimages/2/22432_20220321171537.jpg'],678,111,,,678,578
0,['./sipaimages/2/22432_20220321171700.jpg'],678,111,,,518,8
0,['./sipaimages/2/22432_20220321171847.jpg'],678,111,,,678,678
0,['./sipaimages/2/22432_20220321172236.jpg'],678,111,,,1211151,578
0,['./sipaimages/2/22432_20220321172302.jpg'],678,111,,,15111151,578
0,['./sipaimages/2/22432_20220321172428.jpg'],678,111,,,678,
0,['./sipaimages/2/22432_20220321172547.jpg'],678,111,,,12111,8
0,['./sipaimages/2/22432_20220322132716.jpg'],3456,111,,,,
0,['./sipaimages/2/22432_20220322133052.jpg'],2456,111,,,124561,2456
0,['./sipaimages/2/22432_20220322162557.jpg'],2456,111,,,2456,6
0,['./sipaimages/2/22432_20220322162630.jpg'],2456,111,,,2456,5
0,['./sipaimages/2/22433_20220323145344.jpg'],9876,111,48,,18875,5
0,['./sipaimages/2/22434_20220323145632.jpg'],9876,111,,,182756,
0,['./sipaimages/2/22434_20220324114526.jpg'],1234,111,,,,
0,['./sipaimages/2/22434_20220324134245.jpg'],1234,111,,,234,
0,['./sipaimages/2/22435_20220322120902.jpg'],5675,111,2,,,
0,['./sipaimages/2/22435_20220324134938.jpg'],1234,111,,,,
0,['./sipaimages/2/22436_20220324135243.jpg'],1233,111,,,911,1
0,['./sipaimages/2/22437_20220324135318.jpg'],1233,111,,,11,
0,['./sipaimages/2/22438_20220324141106.jpg'],1233,111,,,,
0,['./sipaimages/2/22439_20220324143048.jpg'],1633,111,114,,,
0,['./sipaimages/2/22440_20220324143411.jpg'],1634,111,,,,
0,['./sipaimages/2/22440_20220324143427.jpg'],1634,111,,,774411,
0,['./sipaimages/2/22441_20220325120457.jpg'],9876,111,7,,,
0,['./sipaimages/2/23029_20220326160130.jpg'],1001,111,,,18,
0,['./sipaimages/2/23030_20220326160243.jpg'],1002,111,,,,
0,['./sipaimages/2/23031_20220328101115.jpg'],3456,111,7,,,
0,['./sipaimages/2/23033_20220328104942.jpg'],4563,111,,,111,
0,['./sipaimages/2/23034_20220326161215.jpg'],1003,111,,,,
0,['./sipaimages/2/23035_20220328101208.jpg'],3457,111,1,,,
0,['./sipaimages/2/23038_20220326183516.jpg'],1982,111,,,770141,7
0,['./sipaimages/2/23039_20220326173036.jpg'],1783,111,,,15151,3
0,['./sipaimages/2/23042_20220326183850.jpg'],1984,111,,,1384.0,1984
0,['./sipaimages/2/23043_20220328141901.jpg'],5432,111,,,541,
0,['./sipaimages/2/23046_20220326184551.jpg'],1926,111,,,11926,
0,['./sipaimages/2/23050_20220326184912.jpg'],1928,111,,,111,['.']
0,['./sipaimages/2/27179_20220413145802.jpg'],1234,111,,,,
0,['./sipaimages/2/27207_20220413151034.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/27271_20220414092232.jpg'],8543,111,,,8543,8543
0,['./sipaimages/2/27273_20220414104049.jpg'],9876,111,,,3876,876
0,['./sipaimages/2/3.jpg'],9876,111,,,2114,
0,['./sipaimages/2/4.jpg'],9876,111,,,166,3
0,['./sipaimages/2/42325_20220504102743.jpg'],1234,111,,,,
0,['./sipaimages/2/42325_20220504102856.jpg'],1234,111,,,3,8
0,['./sipaimages/2/42327_20220504103528.jpg'],1234,111,,,1234,
0,['./sipaimages/2/42333_20220504100651.jpg'],1234,111,,,,
0,['./sipaimages/2/42351_20220504111327.jpg'],1234,111,,,234,
0,['./sipaimages/2/42533_20220505081840.jpg'],3456,111,4,,384,38
0,['./sipaimages/2/42535_20220504111619.jpg'],1234,111,,,234,
0,['./sipaimages/2/42537_20220504111652.jpg'],1234,111,,,2871,
0,['./sipaimages/2/42539_20220504111717.jpg'],1234,111,,,424,
0,['./sipaimages/2/42539_20220504111812.jpg'],1234,111,,,,
0,['./sipaimages/2/42541_20220504111842.jpg'],1234,111,,,4833,23
0,['./sipaimages/2/42541_20220504111857.jpg'],1234,111,,,,
0,['./sipaimages/2/42543_20220505082357.jpg'],3456,111,,,3456,1
0,['./sipaimages/2/42545_20220505082601.jpg'],1234,111,,,3456,346
0,['./sipaimages/2/42547_20220504112915.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/42549_20220504112947.jpg'],1234,111,,,234,3
0,['./sipaimages/2/42549_20220504113120.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/42551_20220504113256.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/42553_20220504113419.jpg'],1234,111,,,1234,
0,['./sipaimages/2/42553_20220504113437.jpg'],1234,111,,,,
0,['./sipaimages/2/42555_20220504130248.jpg'],1234,111,,,1231,234
0,['./sipaimages/2/42557_20220504130417.jpg'],1234,111,,,224,234
0,['./sipaimages/2/42559_20220504130530.jpg'],1234,111,0,,,
0,['./sipaimages/2/42563_20220504151622.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/42569_20220506135958.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/42571_20220506140037.jpg'],1234,111,,,1234,1234
0,['./sipaimages/2/42573_20220506140241.jpg'],1234,111,,,1234,1234
0,['./sipaimages/2/42575_20220506140321.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/42577_20220506140349.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/42583_20220506140613.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/42585_20220506140705.jpg'],1234,111,,,16111,234
0,['./sipaimages/2/42596_20220506141103.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/42597_20220506141125.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/42598_20220506141152.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/42617_20220506141718.jpg'],1234,111,,,361,
0,['./sipaimages/2/42618_20220506141745.jpg'],1234,111,,,1234,34
0,['./sipaimages/2/42619_20220506142415.jpg'],1234,111,,,26,
0,['./sipaimages/2/42620_20220506142444.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/42621_20220506142843.jpg'],1234,111,,,1234,3
0,['./sipaimages/2/42622_20220506142904.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/42623_20220506143026.jpg'],1234,111,,,1234,3
0,['./sipaimages/2/42624_20220506143053.jpg'],1234,111,,,1234,23
0,['./sipaimages/2/42638_20220506144311.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/42639_20220506144337.jpg'],1234,111,,,1234,3
0,['./sipaimages/2/42659_20220506144641.jpg'],1234,111,,,1234,34
0,['./sipaimages/2/42659_20220506144717.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/42660_20220506144810.jpg'],1234,111,,,1234,34
0,['./sipaimages/2/42661_20220506144828.jpg'],1234,111,,,1234,234
0,['./sipaimages/2/42662_20220506145637.jpg'],1234,111,,,1234,39
0,['./sipaimages/2/42933_20220509082757.jpg'],6789,111,,,1213151,6783
0,['./sipaimages/2/42935_20220509082824.jpg'],6789,111,,,6789,89
0,['./sipaimages/2/5.jpg'],3456,111,,,3456,34
0,['./sipaimages/2/6.jpg'],6543,111,,,,
0,['./sipaimages/2/7.jpg'],1278,111,,,,
0,['./sipaimages/2/8.jpg'],1279,111,,,1279,2719
0,['./sipaimages/2/9.jpg'],2244,111,,,2244,2244
0,['./sipaimages/2/1.jpg'],5679,112,4,,5679,6719
0,['./sipaimages/2/10.jpg'],2244,112,,,2244,
0,['./sipaimages/2/11.jpg'],2244,112,41,,15151,
0,['./sipaimages/2/12.jpg'],2244,112,,,2244,224
0,['./sipaimages/2/13.jpg'],7244,112,4,,7244,24
0,['./sipaimages/2/14.jpg'],7244,112,,,7244,20
0,['./sipaimages/2/15.jpg'],1234,112,,,,
0,['./sipaimages/2/16.jpg'],1234,112,1,,111,
0,['./sipaimages/2/2.jpg'],6543,112,,,1.78,
0,['./sipaimages/2/22319_20220321100350.jpg'],1234,112,1634,,11,34
0,['./sipaimages/2/22319_20220321100409.jpg'],1234,112,1234,3,1234,234
0,['./sipaimages/2/22319_20220321101240.jpg'],1234,112,190,,18341,3
0,['./sipaimages/2/22319_20220321113903.jpg'],1234,112,,,,
0,['./sipaimages/2/22319_20220321115131.jpg'],1234,112,,,11234,
0,['./sipaimages/2/22419_20220321130145.jpg'],1234,112,,,,
0,['./sipaimages/2/22420_20220321135314.jpg'],4321,112,9,,4231,
0,['./sipaimages/2/22420_20220321135751.jpg'],4321,112,,,631,
0,['./sipaimages/2/22420_20220321135814.jpg'],4321,112,,,4221,
0,['./sipaimages/2/22420_20220321141325.jpg'],4321,112,,,4321,
0,['./sipaimages/2/22421_20220321160735.jpg'],672,112,88,2,13511,
0,['./sipaimages/2/22422_20220321161043.jpg'],674,112,,,674,
0,['./sipaimages/2/22423_20220321161435.jpg'],675,112,,,3511,
0,['./sipaimages/2/22424_20220321162804.jpg'],678,112,,,678,578
0,['./sipaimages/2/22424_20220321162822.jpg'],678,112,,,678,678
0,['./sipaimages/2/22424_20220321162938.jpg'],678,112,,,678,578
0,['./sipaimages/2/22424_20220321162953.jpg'],678,112,,,678,5718
0,['./sipaimages/2/22424_20220321163104.jpg'],678,112,,,157151,578
0,['./sipaimages/2/22424_20220321163218.jpg'],678,112,,,678,578
0,['./sipaimages/2/22424_20220321163247.jpg'],678,112,,,678,578
0,['./sipaimages/2/22424_20220321163942.jpg'],678,112,,,678,573
0,['./sipaimages/2/22424_20220321164919.jpg'],678,112,,,678,578
0,['./sipaimages/2/22424_20220321165018.jpg'],678,112,,,678,578
0,['./sipaimages/2/22424_20220321165052.jpg'],678,112,,,678,578
0,['./sipaimages/2/22424_20220321165333.jpg'],678,112,,,1373,78
0,['./sipaimages/2/22424_20220321165532.jpg'],678,112,,,678,678
0,['./sipaimages/2/22424_20220321165750.jpg'],678,112,,,678,578
0,['./sipaimages/2/22424_20220321170235.jpg'],678,112,,,1371,8
0,['./sipaimages/2/22424_20220321170627.jpg'],678,112,,,678,578
0,['./sipaimages/2/22424_20220321170921.jpg'],678,112,,,678,578
0,['./sipaimages/2/22424_20220321171209.jpg'],678,112,,,678,618
0,['./sipaimages/2/22424_20220321172831.jpg'],678,112,,,678,578
0,['./sipaimages/2/22425_20220321172929.jpg'],678,112,,,678,6718
0,['./sipaimages/2/22425_20220321174624.jpg'],678,112,,,678,678
0,['./sipaimages/2/22425_20220321174637.jpg'],678,112,,,678,3
0,['./sipaimages/2/22425_20220321174747.jpg'],678,112,,,6578,578
0,['./sipaimages/2/22425_20220321175027.jpg'],678,112,,,678,
0,['./sipaimages/2/22425_20220321175511.jpg'],678,112,,,1375,6718
0,['./sipaimages/2/22425_20220321175556.jpg'],678,112,,,13111151,1
0,['./sipaimages/2/22425_20220321175706.jpg'],678,112,,,678,678
0,['./sipaimages/2/22425_20220321175832.jpg'],['17:58:29'],112,,,121551,5823
0,['./sipaimages/2/22426_20220322102942.jpg'],5678,112,,,41114,['.']
0,['./sipaimages/2/22427_20220321125959.jpg'],1234,112,,,,
0,['./sipaimages/2/22427_20220322105451.jpg'],5679,112,44,,5679,5619
0,['./sipaimages/2/22428_20220322113154.jpg'],5679,112,,,5679,5679
0,['./sipaimages/2/22429_20220321135659.jpg'],4321,112,65,,6,
0,['./sipaimages/2/22429_20220321135734.jpg'],4321,112,,,42211,
0,['./sipaimages/2/22429_20220322102919.jpg'],5678,112,,,568,8
0,['./sipaimages/2/22429_20220322114825.jpg'],5679,112,,,4679,
0,['./sipaimages/2/22430_20220322115422.jpg'],5679,112,,,,
0,['./sipaimages/2/22430_20220322120924.jpg'],5679,112,,,,
0,['./sipaimages/2/22431_20220321173021.jpg'],678,112,,,1511151,
0,['./sipaimages/2/22431_20220321173649.jpg'],678,112,,,151151,278
0,['./sipaimages/2/22431_20220322130331.jpg'],4567,112,,,37,['.']
0,['./sipaimages/2/22431_20220322130602.jpg'],4567,112,,,,
0,['./sipaimages/2/22431_20220322130947.jpg'],4567,112,,,8167,
0,['./sipaimages/2/22431_20220322132037.jpg'],4567,112,,,11124,
0,['./sipaimages/2/22432_20220321171245.jpg'],678,112,,,678,678
0,['./sipaimages/2/22432_20220321171537.jpg'],678,112,,,678,6718
0,['./sipaimages/2/22432_20220321171700.jpg'],678,112,,,1211151,18
0,['./sipaimages/2/22432_20220321171847.jpg'],678,112,,,678,678
0,['./sipaimages/2/22432_20220321172236.jpg'],678,112,,,1215,5718
0,['./sipaimages/2/22432_20220321172302.jpg'],678,112,,,678,678
0,['./sipaimages/2/22432_20220321172428.jpg'],678,112,,,678,8
0,['./sipaimages/2/22432_20220321172547.jpg'],678,112,,,678,678
0,['./sipaimages/2/22432_20220322132716.jpg'],3456,112,,,855,1
0,['./sipaimages/2/22432_20220322133052.jpg'],2456,112,,,124561,
0,['./sipaimages/2/22432_20220322162557.jpg'],2456,112,,,2456,2456
0,['./sipaimages/2/22432_20220322162630.jpg'],2456,112,,,2456,2
0,['./sipaimages/2/22433_20220323145344.jpg'],9876,112,92,,18875,
0,['./sipaimages/2/22434_20220323145632.jpg'],9876,112,,,18875,
0,['./sipaimages/2/22434_20220324114526.jpg'],1234,112,,,,
0,['./sipaimages/2/22434_20220324134245.jpg'],1234,112,,,5,
0,['./sipaimages/2/22435_20220322120902.jpg'],5675,112,0,,,
0,['./sipaimages/2/22435_20220324134938.jpg'],1234,112,,,,
0,['./sipaimages/2/22436_20220324135243.jpg'],1233,112,,,,
0,['./sipaimages/2/22437_20220324135318.jpg'],1233,112,,,11,
0,['./sipaimages/2/22438_20220324141106.jpg'],1233,112,,,,
0,['./sipaimages/2/22439_20220324143048.jpg'],1633,112,1,,,
0,['./sipaimages/2/22440_20220324143411.jpg'],1634,112,,,,
0,['./sipaimages/2/22440_20220324143427.jpg'],1634,112,,,848227711114,1
0,['./sipaimages/2/22441_20220325120457.jpg'],9876,112,7,,,
0,['./sipaimages/2/23029_20220326160130.jpg'],1001,112,,,401,0
0,['./sipaimages/2/23030_20220326160243.jpg'],1002,112,,,,
0,['./sipaimages/2/23031_20220328101115.jpg'],3456,112,0,,,
0,['./sipaimages/2/23033_20220328104942.jpg'],4563,112,,,11,
0,['./sipaimages/2/23034_20220326161215.jpg'],1003,112,,,3,3
0,['./sipaimages/2/23035_20220328101208.jpg'],3457,112,1,,,
0,['./sipaimages/2/23038_20220326183516.jpg'],1982,112,,,7700140,7
0,['./sipaimages/2/23039_20220326173036.jpg'],1783,112,,,5151,783
0,['./sipaimages/2/23042_20220326183850.jpg'],1984,112,,,15111,1984
0,['./sipaimages/2/23043_20220328141901.jpg'],5432,112,,,5411,
0,['./sipaimages/2/23046_20220326184551.jpg'],1926,112,,,1525,
0,['./sipaimages/2/23050_20220326184912.jpg'],1928,112,,,4,
0,['./sipaimages/2/27179_20220413145802.jpg'],1234,112,,,,
0,['./sipaimages/2/27207_20220413151034.jpg'],1234,112,,,1234,2
0,['./sipaimages/2/27271_20220414092232.jpg'],8543,112,,,8543,543
0,['./sipaimages/2/27273_20220414104049.jpg'],9876,112,,,3876,3876
0,['./sipaimages/2/3.jpg'],9876,112,,,11419,
0,['./sipaimages/2/4.jpg'],9876,112,,,99,5
0,['./sipaimages/2/42325_20220504102743.jpg'],1234,112,,,,
0,['./sipaimages/2/42325_20220504102856.jpg'],1234,112,,,41294,
0,['./sipaimages/2/42327_20220504103528.jpg'],1234,112,,,1234,
0,['./sipaimages/2/42333_20220504100651.jpg'],1234,112,,,,
0,['./sipaimages/2/42351_20220504111327.jpg'],1234,112,,,1261,
0,['./sipaimages/2/42533_20220505081840.jpg'],3456,112,1,,135,38
0,['./sipaimages/2/42535_20220504111619.jpg'],1234,112,,,1234,234
0,['./sipaimages/2/42537_20220504111652.jpg'],1234,112,,,,
0,['./sipaimages/2/42539_20220504111717.jpg'],1234,112,,,427,
0,['./sipaimages/2/42539_20220504111812.jpg'],1234,112,,,,
0,['./sipaimages/2/42541_20220504111842.jpg'],1234,112,,,833,
0,['./sipaimages/2/42541_20220504111857.jpg'],1234,112,,,,
0,['./sipaimages/2/42543_20220505082357.jpg'],3456,112,,,34515,
0,['./sipaimages/2/42545_20220505082601.jpg'],1234,112,,,3456,36
0,['./sipaimages/2/42547_20220504112915.jpg'],1234,112,,,1234,234
0,['./sipaimages/2/42549_20220504112947.jpg'],1234,112,,,934,3
0,['./sipaimages/2/42549_20220504113120.jpg'],1234,112,,,1234,239
0,['./sipaimages/2/42551_20220504113256.jpg'],1234,112,,,1284,234
0,['./sipaimages/2/42553_20220504113419.jpg'],1234,112,,,561,
0,['./sipaimages/2/42553_20220504113437.jpg'],1234,112,,,7771,['.']
0,['./sipaimages/2/42555_20220504130248.jpg'],1234,112,,,1431,234
0,['./sipaimages/2/42557_20220504130417.jpg'],1234,112,,,234,2
0,['./sipaimages/2/42559_20220504130530.jpg'],1234,112,0,,,
0,['./sipaimages/2/42563_20220504151622.jpg'],1234,112,,,1234,234
0,['./sipaimages/2/42569_20220506135958.jpg'],1234,112,,,1234,234
0,['./sipaimages/2/42571_20220506140037.jpg'],1234,112,,,1234,234
0,['./sipaimages/2/42573_20220506140241.jpg'],1234,112,,,1234,1234
0,['./sipaimages/2/42575_20220506140321.jpg'],1234,112,,,1234,234
0,['./sipaimages/2/42577_20220506140349.jpg'],1234,112,,,1234,234
0,['./sipaimages/2/42583_20220506140613.jpg'],1234,112,,,1234,1234
0,['./sipaimages/2/42585_20220506140705.jpg'],1234,112,,,1234,
0,['./sipaimages/2/42596_20220506141103.jpg'],1234,112,,,1234,23
0,['./sipaimages/2/42597_20220506141125.jpg'],1234,112,,,1234,234
0,['./sipaimages/2/42598_20220506141152.jpg'],1234,112,,,1234,234
0,['./sipaimages/2/42617_20220506141718.jpg'],1234,112,,,1234,2
0,['./sipaimages/2/42618_20220506141745.jpg'],1234,112,,,1234,34
0,['./sipaimages/2/42619_20220506142415.jpg'],1234,112,,,6,834
0,['./sipaimages/2/42620_20220506142444.jpg'],1234,112,,,1234,34
0,['./sipaimages/2/42621_20220506142843.jpg'],1234,112,,,1234,234
0,['./sipaimages/2/42622_20220506142904.jpg'],1234,112,,,1234,23
0,['./sipaimages/2/42623_20220506143026.jpg'],1234,112,,,1234,3
0,['./sipaimages/2/42624_20220506143053.jpg'],1234,112,,,1234,234
0,['./sipaimages/2/42638_20220506144311.jpg'],1234,112,,,1234,234
0,['./sipaimages/2/42639_20220506144337.jpg'],1234,112,,,1234,3
0,['./sipaimages/2/42659_20220506144641.jpg'],1234,112,,,1234,234
0,['./sipaimages/2/42659_20220506144717.jpg'],1234,112,,,1234,234
0,['./sipaimages/2/42660_20220506144810.jpg'],1234,112,,,1234,234
0,['./sipaimages/2/42661_20220506144828.jpg'],1234,112,,,1234,23
0,['./sipaimages/2/42662_20220506145637.jpg'],1234,112,,,1234,239
0,['./sipaimages/2/42933_20220509082757.jpg'],6789,112,,,6783,6783
0,['./sipaimages/2/42935_20220509082824.jpg'],6789,112,,,6789,783
0,['./sipaimages/2/5.jpg'],3456,112,,,3456,3456
0,['./sipaimages/2/6.jpg'],6543,112,,,,
0,['./sipaimages/2/7.jpg'],1278,112,,,,
0,['./sipaimages/2/8.jpg'],1279,112,,,1279,
0,['./sipaimages/2/9.jpg'],2244,112,,,2244,
0,['./sipaimages/2/1.jpg'],5679,113,4,,5679,679
0,['./sipaimages/2/10.jpg'],2244,113,,,2244,
0,['./sipaimages/2/11.jpg'],2244,113,41,,2244,
0,['./sipaimages/2/12.jpg'],2244,113,,,2244,2244
0,['./sipaimages/2/13.jpg'],7244,113,4,,7244,
0,['./sipaimages/2/14.jpg'],7244,113,,,7244,
0,['./sipaimages/2/15.jpg'],1234,113,,,11,
0,['./sipaimages/2/16.jpg'],1234,113,1,,,
0,['./sipaimages/2/2.jpg'],6543,113,,,1.78,4
0,['./sipaimages/2/22319_20220321100350.jpg'],1234,113,1634,,234,34
0,['./sipaimages/2/22319_20220321100409.jpg'],1234,113,1234,3,234,234
0,['./sipaimages/2/22319_20220321101240.jpg'],1234,113,190,,,
0,['./sipaimages/2/22319_20220321113903.jpg'],1234,113,,,2,
0,['./sipaimages/2/22319_20220321115131.jpg'],1234,113,,,1234,
0,['./sipaimages/2/22419_20220321130145.jpg'],1234,113,,,,
0,['./sipaimages/2/22420_20220321135314.jpg'],4321,113,19,,4411,3
0,['./sipaimages/2/22420_20220321135751.jpg'],4321,113,,,4221,
0,['./sipaimages/2/22420_20220321135814.jpg'],4321,113,,,4321,412
0,['./sipaimages/2/22420_20220321141325.jpg'],4321,113,,,311,32
0,['./sipaimages/2/22421_20220321160735.jpg'],672,113,88,2,672,3
0,['./sipaimages/2/22422_20220321161043.jpg'],674,113,,,674,
0,['./sipaimages/2/22423_20220321161435.jpg'],675,113,,,51,6515
0,['./sipaimages/2/22424_20220321162804.jpg'],678,113,,,678,578
0,['./sipaimages/2/22424_20220321162822.jpg'],678,113,,,678,578
0,['./sipaimages/2/22424_20220321162938.jpg'],678,113,,,678,678
0,['./sipaimages/2/22424_20220321162953.jpg'],678,113,,,678,8
0,['./sipaimages/2/22424_20220321163104.jpg'],678,113,,,678,578
0,['./sipaimages/2/22424_20220321163218.jpg'],678,113,,,13161,578
0,['./sipaimages/2/22424_20220321163247.jpg'],678,113,,,678,578
0,['./sipaimages/2/22424_20220321163942.jpg'],678,113,,,678,578
0,['./sipaimages/2/22424_20220321164919.jpg'],678,113,,,678,578
0,['./sipaimages/2/22424_20220321165018.jpg'],678,113,,,678,578
0,['./sipaimages/2/22424_20220321165052.jpg'],678,113,,,1571151,678
0,['./sipaimages/2/22424_20220321165333.jpg'],678,113,,,678,
0,['./sipaimages/2/22424_20220321165532.jpg'],678,113,,,1211151,578
0,['./sipaimages/2/22424_20220321165750.jpg'],678,113,,,678,578
