,image_file,seen_data_numeric,size_used,closing_ssd,closing_eng,mro_ssd,mro_eng,thresh_eng,thresh_ssd
0,['.\\sipaimages\\3\\21.jpg'],33.99,147,9,1300,19,1300,1300,9
0,['.\\sipaimages\\3\\22.jpg'],3.75,147,1,3,1.19,305,3,1
0,['.\\sipaimages\\3\\23.jpg'],30.23,147,30.01,3022,4,3022,3022,30.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,147,1.4,0.24,114,0,0.24,1.4
0,['.\\sipaimages\\3\\25.jpg'],33.99,147,9,9,3,3,9,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,147,15,375,119,30,375,15
0,['.\\sipaimages\\3\\3.jpg'],13.04,147,13.14,1304,13.14,1304,1304,13.14
0,['.\\sipaimages\\3\\4.jpg'],13.05,147,118,135,,,135,118
0,['.\\sipaimages\\3\\5.jpg'],30.3,147,1.11,30,130,3,30,1.11
0,['.\\sipaimages\\3\\6.jpg'],13.04,147,14,14,,,14,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,147,13.04,1304,,,1304,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,147,1,3,,,3,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,147,1804,1304,13.04,1304,1304,1804
0,['.\\sipaimages\\3\\1.jpg'],30.31,148,1,3,31,0,3,1
0,['.\\sipaimages\\3\\10.jpg'],13.05,148,135,1305,,,1305,135
0,['.\\sipaimages\\3\\11.jpg'],20.59,148,11,5,,,5,11
0,['.\\sipaimages\\3\\12.jpg'],13.05,148,1508,1305,1308,1305,1305,1508
0,['.\\sipaimages\\3\\13.jpg'],30.31,148,4,303,0.1,31,303,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,148,13.4,1304,134,13.04,1304,13.4
0,['.\\sipaimages\\3\\15.jpg'],30.24,148,0,2,1.44,,2,0
0,['.\\sipaimages\\3\\16.jpg'],13.04,148,1804,1304,14,1304,1304,1804
0,['.\\sipaimages\\3\\17.jpg'],13.03,148,13.9,1303,13.03,13.03,1303,13.9
0,['.\\sipaimages\\3\\18.jpg'],30.23,148,4,30.23,31.13,0,30.23,4
0,['.\\sipaimages\\3\\19.jpg'],3.76,148,3.79,376,3.1,370,376,3.79
0,['.\\sipaimages\\3\\2.jpg'],30.31,148,1,3,31,1,3,1
0,['.\\sipaimages\\3\\20.jpg'],30.23,148,111,2,1551008410241114441,10,2,111
0,['.\\sipaimages\\3\\21.jpg'],33.99,148,9,1390,34.1,390,1390,9
0,['.\\sipaimages\\3\\22.jpg'],3.75,148,319,375,1,35,375,319
0,['.\\sipaimages\\3\\23.jpg'],30.23,148,30.01,3022,4,3022,3022,30.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,148,1.4,0.24,114,0,0.24,1.4
0,['.\\sipaimages\\3\\25.jpg'],33.99,148,9,,,,,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,148,315,375,,,375,315
0,['.\\sipaimages\\3\\3.jpg'],13.04,148,13.14,1304,13.14,1304,1304,13.14
0,['.\\sipaimages\\3\\4.jpg'],13.05,148,118,135,,,135,118
0,['.\\sipaimages\\3\\5.jpg'],30.3,148,1.11,30,130,3,30,1.11
0,['.\\sipaimages\\3\\6.jpg'],13.04,148,,,144,,,
0,['.\\sipaimages\\3\\7.jpg'],13.04,148,13.04,1304,,,1304,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,148,1,3,31,3,3,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,148,104,1304,13.04,134,1304,104
0,['.\\sipaimages\\3\\1.jpg'],30.31,149,1,3,,,3,1
0,['.\\sipaimages\\3\\10.jpg'],13.05,149,135,1305,,,1305,135
0,['.\\sipaimages\\3\\11.jpg'],20.59,149,11,5,14,5,5,11
0,['.\\sipaimages\\3\\12.jpg'],13.05,149,1808,1305,10,1308,1305,1808
0,['.\\sipaimages\\3\\13.jpg'],30.31,149,0.1,31,1,3,31,0.1
0,['.\\sipaimages\\3\\14.jpg'],13.04,149,13.4,1304,13.04,13.04,1304,13.4
0,['.\\sipaimages\\3\\15.jpg'],30.24,149,11,,4,,,11
0,['.\\sipaimages\\3\\16.jpg'],13.04,149,1804,1304,104,1304,1304,1804
0,['.\\sipaimages\\3\\17.jpg'],13.03,149,13.9,1303,13.0,13.03,1303,13.9
0,['.\\sipaimages\\3\\18.jpg'],30.23,149,1,23,31.13,2,23,1
0,['.\\sipaimages\\3\\19.jpg'],3.76,149,3.79,376,3.1,376,376,3.79
0,['.\\sipaimages\\3\\2.jpg'],30.31,149,0.1,3,31,1,3,0.1
0,['.\\sipaimages\\3\\20.jpg'],30.23,149,1,2,421,2,2,1
0,['.\\sipaimages\\3\\21.jpg'],33.99,149,9,1390,19,1390,1390,9
0,['.\\sipaimages\\3\\22.jpg'],3.75,149,1,3,3.19,308,3,1
0,['.\\sipaimages\\3\\23.jpg'],30.23,149,30.01,3022,4,30.22,3022,30.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,149,1.4,0.24,114,0,0.24,1.4
0,['.\\sipaimages\\3\\25.jpg'],33.99,149,9,,,,,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,149,19,375,,,375,19
0,['.\\sipaimages\\3\\3.jpg'],13.04,149,13.14,1304,13.1,1304,1304,13.14
0,['.\\sipaimages\\3\\4.jpg'],13.05,149,118,135,,,135,118
0,['.\\sipaimages\\3\\5.jpg'],30.3,149,1.11,30,,,30,1.11
0,['.\\sipaimages\\3\\6.jpg'],13.04,149,14,14,,,14,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,149,13.04,1304,,,1304,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,149,1,3,31,3,3,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,149,1804,1304,14,1304,1304,1804
0,['.\\sipaimages\\3\\1.jpg'],30.31,150,1,3,,,3,1
0,['.\\sipaimages\\3\\10.jpg'],13.05,150,135,1305,,,1305,135
0,['.\\sipaimages\\3\\11.jpg'],20.59,150,,,154,25,,
0,['.\\sipaimages\\3\\12.jpg'],13.05,150,1508,1305,1808,1308,1305,1508
0,['.\\sipaimages\\3\\13.jpg'],30.31,150,4,303,4,303,303,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,150,13.4,1304,13.4,13.04,1304,13.4
0,['.\\sipaimages\\3\\15.jpg'],30.24,150,11,0,414,,0,11
0,['.\\sipaimages\\3\\16.jpg'],13.04,150,1804,1304,104,1304,1304,1804
0,['.\\sipaimages\\3\\17.jpg'],13.03,150,13.9,1303,13.03,13.03,1303,13.9
0,['.\\sipaimages\\3\\18.jpg'],30.23,150,4,2,31.13,2,2,4
0,['.\\sipaimages\\3\\19.jpg'],3.76,150,3.79,376,3.1,376,376,3.79
0,['.\\sipaimages\\3\\2.jpg'],30.31,150,0.1,31,,,31,0.1
0,['.\\sipaimages\\3\\20.jpg'],30.23,150,1,2,141,,2,1
0,['.\\sipaimages\\3\\21.jpg'],33.99,150,9,1390,19,1390,1390,9
0,['.\\sipaimages\\3\\22.jpg'],3.75,150,1,3,1,3,3,1
0,['.\\sipaimages\\3\\23.jpg'],30.23,150,30.01,3022,4,3022,3022,30.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,150,1.4,3.2,114,0,3.2,1.4
0,['.\\sipaimages\\3\\25.jpg'],33.99,150,9,,,,,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,150,319,375,,,375,319
0,['.\\sipaimages\\3\\3.jpg'],13.04,150,13.14,1304,13.14,1304,1304,13.14
0,['.\\sipaimages\\3\\4.jpg'],13.05,150,118,135,,,135,118
0,['.\\sipaimages\\3\\5.jpg'],30.3,150,10,30,11,3,30,10
0,['.\\sipaimages\\3\\6.jpg'],13.04,150,104,1304,,,1304,104
0,['.\\sipaimages\\3\\7.jpg'],13.04,150,13.04,1304,,,1304,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,150,1,3,31,1,3,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,150,1804,1304,14,1304,1304,1804
0,['.\\sipaimages\\3\\1.jpg'],30.31,151,31,31,31,0,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,151,135,1305,,,1305,135
0,['.\\sipaimages\\3\\11.jpg'],20.59,151,11,5,59,5,5,11
0,['.\\sipaimages\\3\\12.jpg'],13.05,151,1508,1305,130,13.05,1305,1508
0,['.\\sipaimages\\3\\13.jpg'],30.31,151,4,3,301,0,3,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,151,13.4,1304,13.4,13.04,1304,13.4
0,['.\\sipaimages\\3\\15.jpg'],30.24,151,0,0,414,,0,0
0,['.\\sipaimages\\3\\16.jpg'],13.04,151,1804,1304,104,1304,1304,1804
0,['.\\sipaimages\\3\\17.jpg'],13.03,151,13.9,1303,139,1303,1303,13.9
0,['.\\sipaimages\\3\\18.jpg'],30.23,151,14,30.23,31.13,2,30.23,14
0,['.\\sipaimages\\3\\19.jpg'],3.76,151,3.76,376,3.1,376,376,3.76
0,['.\\sipaimages\\3\\2.jpg'],30.31,151,0.1,3,31,1,3,0.1
0,['.\\sipaimages\\3\\20.jpg'],30.23,151,1,2,30.911109188834757,3023,2,1
0,['.\\sipaimages\\3\\21.jpg'],33.99,151,1,190,19,,190,1
0,['.\\sipaimages\\3\\22.jpg'],3.75,151,1,3,1,3,3,1
0,['.\\sipaimages\\3\\23.jpg'],30.23,151,30.01,3022,4,3022,3022,30.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,151,1.4,0.2,114,0,0.2,1.4
0,['.\\sipaimages\\3\\25.jpg'],33.99,151,9,,,,,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,151,315,375,,,375,315
0,['.\\sipaimages\\3\\3.jpg'],13.04,151,13.14,1304,13.14,1304,1304,13.14
0,['.\\sipaimages\\3\\4.jpg'],13.05,151,118,135,,,135,118
0,['.\\sipaimages\\3\\5.jpg'],30.3,151,1,30,130,3,30,1
0,['.\\sipaimages\\3\\6.jpg'],13.04,151,14,14,,,14,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,151,13.04,1304,,,1304,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,151,1,3,,,3,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,151,1804,1304,14,1304,1304,1804
0,['.\\sipaimages\\3\\1.jpg'],30.31,152,1,31,,,31,1
0,['.\\sipaimages\\3\\10.jpg'],13.05,152,135,1305,,,1305,135
0,['.\\sipaimages\\3\\11.jpg'],20.59,152,11,5,14,5,5,11
0,['.\\sipaimages\\3\\12.jpg'],13.05,152,1508,1305,130,13.05,1305,1508
0,['.\\sipaimages\\3\\13.jpg'],30.31,152,4,303,301,3,303,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,152,1504,1304,1344,13.04,1304,1504
0,['.\\sipaimages\\3\\15.jpg'],30.24,152,11,3,4,,3,11
0,['.\\sipaimages\\3\\16.jpg'],13.04,152,1804,1304,104,1304,1304,1804
0,['.\\sipaimages\\3\\17.jpg'],13.03,152,13.9,1303,13.03,13.03,1303,13.9
0,['.\\sipaimages\\3\\18.jpg'],30.23,152,1.2,2,11.13,,2,1.2
0,['.\\sipaimages\\3\\19.jpg'],3.76,152,3.76,376,3.1,376,376,3.76
0,['.\\sipaimages\\3\\2.jpg'],30.31,152,0.1,3,,,3,0.1
0,['.\\sipaimages\\3\\20.jpg'],30.23,152,1,0,30.911000021114447,30231,0,1
0,['.\\sipaimages\\3\\21.jpg'],33.99,152,9,1390,19,,1390,9
0,['.\\sipaimages\\3\\22.jpg'],3.75,152,1,3,3.19,305,3,1
0,['.\\sipaimages\\3\\23.jpg'],30.23,152,30.01,3022,4,3022,3022,30.01
0,['.\\sipaimages\\3\\24.jpg'],30.24,152,1.4,0.24,114,0,0.24,1.4
0,['.\\sipaimages\\3\\25.jpg'],33.99,152,9,,1,3,,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,152,110,3,,,3,110
0,['.\\sipaimages\\3\\3.jpg'],13.04,152,13.14,1304,13.14,13.04,1304,13.14
0,['.\\sipaimages\\3\\4.jpg'],13.05,152,118,135,,,135,118
0,['.\\sipaimages\\3\\5.jpg'],30.3,152,11,30,130,3,30,11
0,['.\\sipaimages\\3\\6.jpg'],13.04,152,14,14,,,14,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,152,13.04,1304,,,1304,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,152,1,3,1,31,3,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,152,1804,1304,13.04,1304,1304,1804
0,['.\\sipaimages\\3\\1.jpg'],30.31,153,31,31,,,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,153,135,1305,,,1305,135
0,['.\\sipaimages\\3\\11.jpg'],20.59,153,11,5,14,5,5,11
0,['.\\sipaimages\\3\\12.jpg'],13.05,153,1508,1305,13.0,13.05,1305,1508
0,['.\\sipaimages\\3\\13.jpg'],30.31,153,0.1,3031,4,3,3031,0.1
0,['.\\sipaimages\\3\\14.jpg'],13.04,153,1504,1304,134,13.04,1304,1504
0,['.\\sipaimages\\3\\15.jpg'],30.24,153,0,2,414,,2,0
0,['.\\sipaimages\\3\\16.jpg'],13.04,153,1804,1304,104,1304,1304,1804
0,['.\\sipaimages\\3\\17.jpg'],13.03,153,13.9,1303,13.03,13.03,1303,13.9
0,['.\\sipaimages\\3\\18.jpg'],30.23,153,1.2,23,11.13,2,23,1.2
0,['.\\sipaimages\\3\\19.jpg'],3.76,153,3.76,376,3.1,370,376,3.76
0,['.\\sipaimages\\3\\2.jpg'],30.31,153,0.1,3,,,3,0.1
0,['.\\sipaimages\\3\\20.jpg'],30.23,153,1,2,['30.9111188016.9611150.1'],3023150,2,1
0,['.\\sipaimages\\3\\21.jpg'],33.99,153,9,1390,34.91,3.9,1390,9
0,['.\\sipaimages\\3\\22.jpg'],3.75,153,1,3,1,38,3,1
0,['.\\sipaimages\\3\\23.jpg'],30.23,153,4,3022,4,3022,3022,4
0,['.\\sipaimages\\3\\24.jpg'],30.24,153,1.4,0.24,114,0,0.24,1.4
0,['.\\sipaimages\\3\\25.jpg'],33.99,153,9,9,,,9,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,153,1,3,,,3,1
0,['.\\sipaimages\\3\\3.jpg'],13.04,153,13.14,1304,13.14,1304,1304,13.14
0,['.\\sipaimages\\3\\4.jpg'],13.05,153,118,135,,,135,118
0,['.\\sipaimages\\3\\5.jpg'],30.3,153,0.1,30,30,3,30,0.1
0,['.\\sipaimages\\3\\6.jpg'],13.04,153,14,,,,,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,153,13.04,1304,,,1304,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,153,1,3,,,3,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,153,1804,1304,13.04,1304,1304,1804
0,['.\\sipaimages\\3\\1.jpg'],30.31,154,1,31,31,0,31,1
0,['.\\sipaimages\\3\\10.jpg'],13.05,154,135,1305,,,1305,135
0,['.\\sipaimages\\3\\11.jpg'],20.59,154,11,5,,,5,11
0,['.\\sipaimages\\3\\12.jpg'],13.05,154,1808,1305,130,13.05,1305,1808
0,['.\\sipaimages\\3\\13.jpg'],30.31,154,4,303,1,31,303,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,154,1504,1304,1304,1304,1304,1504
0,['.\\sipaimages\\3\\15.jpg'],30.24,154,0,0,414,,0,0
0,['.\\sipaimages\\3\\16.jpg'],13.04,154,1804,1304,184,1304,1304,1804
0,['.\\sipaimages\\3\\17.jpg'],13.03,154,13.9,1303,13.9,1303,1303,13.9
0,['.\\sipaimages\\3\\18.jpg'],30.23,154,1.2,23,31.13,2,23,1.2
0,['.\\sipaimages\\3\\19.jpg'],3.76,154,3.79,376,3.1,310,376,3.79
0,['.\\sipaimages\\3\\2.jpg'],30.31,154,1,3,,,3,1
0,['.\\sipaimages\\3\\20.jpg'],30.23,154,411,2,645189412114.1,1,2,411
0,['.\\sipaimages\\3\\21.jpg'],33.99,154,9,1390,34.1,39,1390,9
0,['.\\sipaimages\\3\\22.jpg'],3.75,154,1,3,1,38,3,1
0,['.\\sipaimages\\3\\23.jpg'],30.23,154,4,3022,4,3022,3022,4
0,['.\\sipaimages\\3\\24.jpg'],30.24,154,1.4,0.24,114,0,0.24,1.4
0,['.\\sipaimages\\3\\25.jpg'],33.99,154,9,9,,,9,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,154,319,375,39,,375,319
0,['.\\sipaimages\\3\\3.jpg'],13.04,154,13.14,1304,13.14,1304,1304,13.14
0,['.\\sipaimages\\3\\4.jpg'],13.05,154,118,135,,,135,118
0,['.\\sipaimages\\3\\5.jpg'],30.3,154,10,30,1,30,30,10
0,['.\\sipaimages\\3\\6.jpg'],13.04,154,14,14,,,14,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,154,13.04,1304,,,1304,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,154,1,3,,,3,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,154,104,1304,13.04,1304,1304,104
0,['.\\sipaimages\\3\\1.jpg'],30.31,155,0.1,31,,,31,0.1
0,['.\\sipaimages\\3\\10.jpg'],13.05,155,135,1305,,,1305,135
0,['.\\sipaimages\\3\\11.jpg'],20.59,155,11,5,14,5,5,11
0,['.\\sipaimages\\3\\12.jpg'],13.05,155,1808,1305,130,13.05,1305,1808
0,['.\\sipaimages\\3\\13.jpg'],30.31,155,4,3,1,31,3,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,155,1504,1304,13.4,13.04,1304,1504
0,['.\\sipaimages\\3\\15.jpg'],30.24,155,0,0,4,,0,0
0,['.\\sipaimages\\3\\16.jpg'],13.04,155,184,1304,184,1304,1304,184
0,['.\\sipaimages\\3\\17.jpg'],13.03,155,13.9,1303,13.1,1303,1303,13.9
0,['.\\sipaimages\\3\\18.jpg'],30.23,155,104,30.23,10.13,0,30.23,104
0,['.\\sipaimages\\3\\19.jpg'],3.76,155,3.79,376,3.1,316,376,3.79
0,['.\\sipaimages\\3\\2.jpg'],30.31,155,1,31,,,31,1
0,['.\\sipaimages\\3\\20.jpg'],30.23,155,1,2,['800011.061109.1'],57,2,1
0,['.\\sipaimages\\3\\21.jpg'],33.99,155,9,1390,9,1390,1390,9
0,['.\\sipaimages\\3\\22.jpg'],3.75,155,1,3,3.19,315,3,1
0,['.\\sipaimages\\3\\23.jpg'],30.23,155,4,3022,4,0.22,3022,4
0,['.\\sipaimages\\3\\24.jpg'],30.24,155,1.4,0.24,114,0,0.24,1.4
0,['.\\sipaimages\\3\\25.jpg'],33.99,155,9,,,,,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,155,19,375,,,375,19
0,['.\\sipaimages\\3\\3.jpg'],13.04,155,13.14,1304,13.14,1304,1304,13.14
0,['.\\sipaimages\\3\\4.jpg'],13.05,155,118,135,,,135,118
0,['.\\sipaimages\\3\\5.jpg'],30.3,155,1.11,30,30,3,30,1.11
0,['.\\sipaimages\\3\\6.jpg'],13.04,155,14,,,,,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,155,13.04,1304,,,1304,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,155,1,3,1,3,3,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,155,104,1304,13.04,1304,1304,104
0,['.\\sipaimages\\3\\1.jpg'],30.31,156,1,3,131,3,3,1
0,['.\\sipaimages\\3\\10.jpg'],13.05,156,135,1305,,,1305,135
0,['.\\sipaimages\\3\\11.jpg'],20.59,156,11,5,114,5,5,11
0,['.\\sipaimages\\3\\12.jpg'],13.05,156,1808,1305,130,13.05,1305,1808
0,['.\\sipaimages\\3\\13.jpg'],30.31,156,4,3,301,31,3,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,156,104,1304,13.4,13.04,1304,104
0,['.\\sipaimages\\3\\15.jpg'],30.24,156,11,['.'],414,,['.'],11
0,['.\\sipaimages\\3\\16.jpg'],13.04,156,184,1304,184,1304,1304,184
0,['.\\sipaimages\\3\\17.jpg'],13.03,156,13.9,1303,139,1303,1303,13.9
0,['.\\sipaimages\\3\\18.jpg'],30.23,156,11,23,31.13,0,23,11
0,['.\\sipaimages\\3\\19.jpg'],3.76,156,3.79,376,3.1,370,376,3.79
0,['.\\sipaimages\\3\\2.jpg'],30.31,156,0.1,31,,,31,0.1
0,['.\\sipaimages\\3\\20.jpg'],30.23,156,1,0,455183941.0081401,1550,0,1
0,['.\\sipaimages\\3\\21.jpg'],33.99,156,9,1390,9,1390,1390,9
0,['.\\sipaimages\\3\\22.jpg'],3.75,156,1,3,1,38,3,1
0,['.\\sipaimages\\3\\23.jpg'],30.23,156,4,3022,4,3022,3022,4
0,['.\\sipaimages\\3\\24.jpg'],30.24,156,1.4,0.24,114,0,0.24,1.4
0,['.\\sipaimages\\3\\25.jpg'],33.99,156,9,,1,39,,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,156,15,375,,,375,15
0,['.\\sipaimages\\3\\3.jpg'],13.04,156,13.14,1304,13.14,1304,1304,13.14
0,['.\\sipaimages\\3\\4.jpg'],13.05,156,118,135,,,135,118
0,['.\\sipaimages\\3\\5.jpg'],30.3,156,130,3,130,3,3,130
0,['.\\sipaimages\\3\\6.jpg'],13.04,156,14,,,,,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,156,13.04,1304,,,1304,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,156,1,3,31,0,3,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,156,104,1304,13.04,1304,1304,104
0,['.\\sipaimages\\3\\1.jpg'],30.31,157,1,31,31,0,31,1
0,['.\\sipaimages\\3\\10.jpg'],13.05,157,135,1305,,,1305,135
0,['.\\sipaimages\\3\\11.jpg'],20.59,157,11,5,154,5,5,11
0,['.\\sipaimages\\3\\12.jpg'],13.05,157,1808,1305,1308,130,1305,1808
0,['.\\sipaimages\\3\\13.jpg'],30.31,157,4,3,1,3,3,4
0,['.\\sipaimages\\3\\14.jpg'],13.04,157,104,1304,134,13.04,1304,104
0,['.\\sipaimages\\3\\15.jpg'],30.24,157,11,,414,,,11
0,['.\\sipaimages\\3\\16.jpg'],13.04,157,1804,1304,1804,1304,1304,1804
0,['.\\sipaimages\\3\\17.jpg'],13.03,157,13.9,1303,13.0,13.03,1303,13.9
0,['.\\sipaimages\\3\\18.jpg'],30.23,157,11,23,31.13,0,23,11
0,['.\\sipaimages\\3\\19.jpg'],3.76,157,3.79,376,3.1,376,376,3.79
0,['.\\sipaimages\\3\\2.jpg'],30.31,157,0.1,31,,,31,0.1
0,['.\\sipaimages\\3\\20.jpg'],30.23,157,11,0,['30.91131895.11'],302311,0,11
0,['.\\sipaimages\\3\\21.jpg'],33.99,157,9,1390,0,3.9,1390,9
0,['.\\sipaimages\\3\\22.jpg'],3.75,157,1,3,1,3,3,1
0,['.\\sipaimages\\3\\23.jpg'],30.23,157,4,3022,4,0.22,3022,4
0,['.\\sipaimages\\3\\24.jpg'],30.24,157,1.4,0.2,114,0,0.2,1.4
0,['.\\sipaimages\\3\\25.jpg'],33.99,157,9,,,,,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,157,315,375,,,375,315
0,['.\\sipaimages\\3\\3.jpg'],13.04,157,13.14,1304,13.14,1304,1304,13.14
0,['.\\sipaimages\\3\\4.jpg'],13.05,157,118,135,,,135,118
0,['.\\sipaimages\\3\\5.jpg'],30.3,157,1.11,30,,,30,1.11
0,['.\\sipaimages\\3\\6.jpg'],13.04,157,14,14,,,14,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,157,13.04,1304,,,1304,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,157,1,3,31,1,3,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,157,104,1304,13.04,1304,1304,104
0,['.\\sipaimages\\3\\1.jpg'],30.31,158,31,31,,,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,158,135,1305,,,1305,135
0,['.\\sipaimages\\3\\11.jpg'],20.59,158,11,5,59,5,5,11
0,['.\\sipaimages\\3\\12.jpg'],13.05,158,1808,1305,1308,1305,1305,1808
0,['.\\sipaimages\\3\\13.jpg'],30.31,158,0.1,303,1,31,303,0.1
0,['.\\sipaimages\\3\\14.jpg'],13.04,158,104,1304,134,13.04,1304,104
0,['.\\sipaimages\\3\\15.jpg'],30.24,158,0,2,4144,,2,0
0,['.\\sipaimages\\3\\16.jpg'],13.04,158,184,1304,1804,1304,1304,184
0,['.\\sipaimages\\3\\17.jpg'],13.03,158,13.9,1303,13.03,13.03,1303,13.9
0,['.\\sipaimages\\3\\18.jpg'],30.23,158,104,3023,11.13,0,3023,104
0,['.\\sipaimages\\3\\19.jpg'],3.76,158,3.76,376,3.1,376,376,3.76
0,['.\\sipaimages\\3\\2.jpg'],30.31,158,0.1,3,,,3,0.1
0,['.\\sipaimages\\3\\20.jpg'],30.23,158,411,2,30.311011531,3023,2,411
0,['.\\sipaimages\\3\\21.jpg'],33.99,158,9,1390,19,1390,1390,9
0,['.\\sipaimages\\3\\22.jpg'],3.75,158,1,3,3.19,305,3,1
0,['.\\sipaimages\\3\\23.jpg'],30.23,158,4,3022,4,22,3022,4
0,['.\\sipaimages\\3\\24.jpg'],30.24,158,1.4,0.24,114,0,0.24,1.4
0,['.\\sipaimages\\3\\25.jpg'],33.99,158,9,,,,,9
0,['.\\sipaimages\\3\\26.jpg'],3.75,158,319,375,,,375,319
0,['.\\sipaimages\\3\\3.jpg'],13.04,158,13.14,1304,13.14,1304,1304,13.14
0,['.\\sipaimages\\3\\4.jpg'],13.05,158,118,135,,,135,118
0,['.\\sipaimages\\3\\5.jpg'],30.3,158,0.0,30,130,3,30,0.0
0,['.\\sipaimages\\3\\6.jpg'],13.04,158,14,,144,130,,14
0,['.\\sipaimages\\3\\7.jpg'],13.04,158,13.04,1304,,,1304,13.04
0,['.\\sipaimages\\3\\8.jpg'],30.31,158,1,3,31,1,3,1
0,['.\\sipaimages\\3\\9.jpg'],13.04,158,1804,1304,134,130,1304,1804
0,['.\\sipaimages\\3\\1.jpg'],30.31,159,31,31,31,3,31,31
0,['.\\sipaimages\\3\\10.jpg'],13.05,159,135,1305,,,1305,135
0,['.\\sipaimages\\3\\11.jpg'],20.59,159,11,5,14,5,5,11
0,['.\\sipaimages\\3\\12.jpg'],13.05,159,1808,1305,1308,1305,1305,1808
0,['.\\sipaimages\\3\\13.jpg'],30.31,159,0.1,3,301,31,3,0.1
0,['.\\sipaimages\\3\\14.jpg'],13.04,159,13.4,1304,134,13.04,1304,13.4
0,['.\\sipaimages\\3\\15.jpg'],30.24,159,0,0,414,,0,0
0,['.\\sipaimages\\3\\16.jpg'],13.04,159,184,1304,184,1304,1304,184
0,['.\\sipaimages\\3\\17.jpg'],13.03,159,13.9,1303,13,1303,1303,13.9
0,['.\\sipaimages\\3\\18.jpg'],30.23,159,11.3,23,31.13,0,23,11.3
0,['.\\sipaimages\\3\\19.jpg'],3.76,159,3.76,376,3.1,376,376,3.76
0,['.\\sipaimages\\3\\2.jpg'],30.31,159,0.1,3,31,3,3,0.1
0,['.\\sipaimages\\3\\20.jpg'],30.23,159,11,0,30.31100921011444,3023431,0,11
0,['.\\sipaimages\\3\\21.jpg'],33.99,159,9,1390,34.1,39,1390,9
0,['.\\sipaimages\\3\\22.jpg'],3.75,159,1,3,3.19,318,3,1
0,['.\\sipaimages\\3\\23.jpg'],30.23,159,4,3022,4,3022,3022,4
0,['.\\sipaimages\\3\\24.jpg'],30.24,159,1.4,0.24,114,0,0.24,1.4
0,['.\\sipaimages\\3\\25.jpg'],33.99,159,3,,,,,3
0,['.\\sipaimages\\3\\26.jpg'],3.75,159,315,375,,,375,315
